
 ****** Running generation 0 ****** 

Population's average fitness: 2932.02528 stdev: 653.73219
Best fitness: 5149.31000 - size: (20, 202) - species 163 - id 163
Average adjusted fitness: 0.386
Mean genetic distance 3.595, standard deviation 0.236
Population of 600 members in 200 species:
   ID   age  size  fitness  adj fit  stag
    52    5     3   2764.8    0.154     1
    53    5     3   4017.2    0.397     0
    54    5     3   2521.0    0.214     5
    55    5     3   3346.4    0.249     1
    56    5     3   2225.0    0.111     2
    57    5     3   4777.8    0.410     0
    58    5     3   3232.3    0.394     2
    59    5     3   4413.6    0.360     1
    60    5     3   2822.7    0.269     1
    61    5     3   2192.8    0.122     3
    62    5     3   3754.2    0.365     3
    63    5     3   2873.7    0.162     1
    64    5     3   3494.3    0.306     1
    65    5     3   3340.1    0.331     4
    66    5     3   3753.9    0.411     0
    67    5     3   3699.7    0.401     5
    68    5     3   4139.4    0.564     0
    69    5     3   4671.9    0.610     0
    70    5     3   3599.4    0.451     2
    71    5     3   3130.1    0.297     4
    72    5     3   4244.7    0.533     1
    73    5     3   3204.6    0.289     4
    74    5     3   3137.4    0.394     3
    75    5     3   3021.0    0.214     2
    76    5     3   2897.2    0.259     4
    77    5     3   3337.6    0.399     1
    78    5     3   3432.2    0.303     1
    79    5     3   3452.3    0.294     3
    80    5     3   3660.2    0.361     3
    81    5     3   2933.1    0.275     2
    82    5     3   3700.0    0.343     0
    83    5     3   3129.0    0.252     4
    84    5     3   3361.0    0.272     3
    85    5     3   3772.5    0.321     3
    86    5     3   3024.2    0.353     1
    87    5     3   2778.1    0.217     4
    88    5     3   4121.2    0.474     0
    89    5     3   4458.0    0.492     0
    90    5     3   3213.5    0.324     2
    91    5     3   2805.4    0.265     4
    92    5     3   4012.7    0.407     3
    93    5     3   4972.6    0.588     0
    94    5     3   3663.5    0.341     5
    95    5     3   3320.5    0.384     0
    96    5     3   3027.8    0.296     2
    97    5     3   2668.2    0.233     2
    98    5     3   2957.8    0.253     1
    99    5     3   3000.1    0.345     1
   100    5     3   3925.3    0.424     0
   101    5     3   2686.7    0.203     2
   102    5     3   2621.8    0.177     1
   103    5     3   2861.4    0.238     2
   104    5     3   3102.5    0.355     3
   105    5     3   3110.0    0.361     3
   106    5     3   3399.1    0.326     4
   107    5     3   3388.4    0.347     1
   108    5     3   2708.9    0.238     2
   109    5     3   3298.0    0.399     3
   110    5     3   2899.6    0.266     1
   111    5     3   3299.7    0.406     3
   112    5     3   2927.4    0.264     2
   113    5     3   3394.4    0.294     2
   114    5     3   3028.9    0.293     5
   115    5     3   3016.2    0.302     2
   116    5     3   3399.0    0.322     2
   117    5     3   3297.6    0.355     2
   118    5     3   3808.0    0.370     0
   119    5     3   3749.8    0.465     1
   120    5     3   3233.0    0.353     3
   121    5     3   2898.7    0.295     4
   122    5     3   3136.0    0.380     2
   123    5     3   4306.1    0.466     0
   124    5     3   3212.0    0.322     1
   125    5     3   4238.1    0.540     0
   126    5     3   3815.3    0.426     1
   127    5     3   3270.1    0.411     4
   128    5     3   3372.5    0.382     3
   129    5     3   3195.9    0.293     1
   130    5     3   4227.5    0.521     0
   131    5     3   3513.8    0.451     2
   132    5     3   3660.9    0.377     2
   133    5     3   2645.9    0.200     2
   134    5     3   3146.1    0.348     1
   135    5     3   3575.9    0.446     2
   136    5     3   2443.4    0.172     4
   137    5     3   2505.0    0.176     5
   138    5     3   3411.9    0.332     2
   139    5     3   3736.1    0.380     0
   140    5     3   3415.7    0.409     5
   141    5     3   4171.3    0.463     0
   142    5     3   2966.5    0.287     4
   143    5     3   3271.5    0.389     4
   144    5     3   3414.1    0.305     2
   145    5     3   2943.2    0.239     1
   146    5     3   2894.0    0.241     3
   147    5     3   4413.9    0.550     0
   148    5     3   3554.9    0.303     2
   149    5     3   3243.0    0.290     3
   150    5     3   3106.6    0.298     3
   151    5     3   3353.8    0.367     4
   152    5     3   3249.0    0.302     1
   153    5     3   3364.2    0.390     3
   154    5     3   2918.6    0.275     1
   155    5     3   3210.1    0.294     3
   156    5     3   2872.4    0.260     4
   157    5     3   3739.7    0.470     3
   158    5     3   5088.2    0.691     0
   159    5     3   3927.0    0.344     2
   160    5     3   3908.2    0.310     1
   161    5     3   2905.1    0.271     3
   162    5     3   3603.6    0.448     3
   163    5     3   3828.9    0.344     5
   164    5     3   2544.5    0.204     5
   165    5     3   3411.6    0.301     1
   166    5     3   3363.0    0.408     4
   167    5     3   3537.8    0.381     1
   168    5     3   3475.0    0.283     1
   169    5     3   3459.9    0.452     1
   170    5     3   3874.4    0.460     0
   171    5     3   3179.3    0.332     4
   172    5     3   4367.8    0.557     0
   173    5     3   3042.5    0.350     4
   174    5     3   3710.6    0.447     5
   175    5     3   4654.1    0.427     0
   176    5     3   3001.7    0.249     3
   177    5     3   4543.9    0.487     0
   178    5     3   3624.1    0.347     0
   179    5     3   3698.6    0.395     4
   180    5     3   3947.3    0.518     1
   181    5     3   2774.6    0.291     3
   182    5     3   4284.6    0.656     0
   183    5     3   3178.6    0.324     4
   184    5     3   4004.4    0.481     3
   185    5     3   4086.4    0.438     0
   186    5     3   3682.9    0.433     1
   187    5     3   3939.5    0.400     3
   188    5     3   3239.7    0.315     3
   189    5     3   3552.0    0.363     2
   190    5     3   3517.6    0.330     1
   191    5     3   2913.4    0.281     1
   192    5     3   3186.9    0.362     1
   193    5     3   3671.3    0.395     1
   194    5     3   4188.7    0.484     0
   195    5     3   3356.5    0.378     3
   196    5     3   2992.5    0.296     4
   197    5     3   3502.0    0.386     4
   198    5     3   2927.4    0.243     4
   199    5     3   4522.0    0.517     0
   200    5     3   3709.0    0.462     1
Total extinctions: 0
Generation time: 206.515 sec (232.751 average)

 ****** Running generation 6 ****** 

Population's average fitness: 2915.35417 stdev: 608.59310
Best fitness: 4824.11500 - size: (20, 203) - species 58 - id 596
Average adjusted fitness: 0.399
Mean genetic distance 3.595, standard deviation 0.236
Population of 600 members in 200 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1    6     3   4089.2    0.519     3
     2    6     3   4255.5    0.472     0
     3    6     3   4063.5    0.624     3
     4    6     3   3684.8    0.516     0
     5    6     3   3956.6    0.472     5
     6    6     3   2924.8    0.323     5
     7    6     3   3508.5    0.425     5
     8    6     3   2881.3    0.240     4
     9    6     3   3165.4    0.402     1
    10    6     3   3235.4    0.398     2
    11    6     3   3935.8    0.508     4
    12    6     3   3390.5    0.343     2
    13    6     3   3682.0    0.560     0
    14    6     3   3232.7    0.290     3
    15    6     3   3351.7    0.348     4
    16    6     3   3401.9    0.387     4
    17    6     3   3164.0    0.360     2
    18    6     3   3404.5    0.383     2
    19    6     3   3244.3    0.392     3
    20    6     3   2379.5    0.178     3
    21    6     3   4496.0    0.591     0
    22    6     3   3772.7    0.331     0
    23    6     3   2768.6    0.276     4
    24    6     3   4146.9    0.566     4
    25    6     3   3299.1    0.464     1
    26    6     3   3586.9    0.344     4
    27    6     3   3620.5    0.342     6
    28    6     3   2603.1    0.270     5
    29    6     3   3140.1    0.351     6
    30    6     3   3553.3    0.503     2
    31    6     3   3366.9    0.440     5
    32    6     3   3423.4    0.434     3
    33    6     3   4056.9    0.557     2
    34    6     3   2989.1    0.349     1
    35    6     3   4143.5    0.385     5
    36    6     3   3308.3    0.313     2
    37    6     3   2811.1    0.333     4
    38    6     3   3082.0    0.320     2
    39    6     3   3894.8    0.455     2
    40    6     3   3931.1    0.460     5
    41    6     3   3137.7    0.245     3
    42    6     3   2563.0    0.213     2
    43    6     3   4355.2    0.606     4
    44    6     3   2970.2    0.342     5
    45    6     3   3226.5    0.290     3
    46    6     3   2575.9    0.276     3
    47    6     3   3275.1    0.377     2
    48    6     3   3613.9    0.397     5
    49    6     3   2733.3    0.271     3
    50    6     3   3476.1    0.341     1
    51    6     3   3036.8    0.239     2
    52    6     3   4160.9    0.404     2
    53    6     3   3804.7    0.471     1
    54    6     3   3502.9    0.261     6
    55    6     3   3399.1    0.389     2
    56    6     3   2912.0    0.298     3
    57    6     3   3255.7    0.407     1
    58    6     3   4824.1    0.587     3
    59    6     3   3817.0    0.504     2
    60    6     3   2927.3    0.336     2
    61    6     3   3843.8    0.412     4
    62    6     3   2992.5    0.382     4
    63    6     3   3760.6    0.494     2
    64    6     3   2337.0    0.199     2
    65    6     3   3123.1    0.332     5
    66    6     3   2865.2    0.282     1
    67    6     3   3171.3    0.294     6
    68    6     3   3572.8    0.382     1
    69    6     3   3421.4    0.417     1
    70    6     3   3199.4    0.297     3
    71    6     3   2545.2    0.240     5
    72    6     3   3072.1    0.376     2
    73    6     3   3578.4    0.421     5
    74    6     3   4021.6    0.351     4
    75    6     3   3163.5    0.317     3
    76    6     3   3211.9    0.442     5
    77    6     3   3909.1    0.601     2
    78    6     3   2736.6    0.255     2
    79    6     3   3481.0    0.353     4
    80    6     3   2917.6    0.252     4
    81    6     3   3151.8    0.453     3
    82    6     3   2638.0    0.294     1
    83    6     3   3650.3    0.497     5
    84    6     3   2870.3    0.320     4
    85    6     3   3461.7    0.442     4
    86    6     3   4078.8    0.421     2
    87    6     3   2878.8    0.301     5
    88    6     3   4234.7    0.493     0
    89    6     3   3364.3    0.446     1
    90    6     3   3835.0    0.337     0
    91    6     3   3080.4    0.331     5
    92    6     3   3207.4    0.380     4
    93    6     3   4017.7    0.507     1
    94    6     3   3392.1    0.411     6
    95    6     3   3312.5    0.356     1
    96    6     3   2612.8    0.242     3
    97    6     3   3326.3    0.388     3
    98    6     3   3686.0    0.437     2
    99    6     3   3110.2    0.351     2
   100    6     3   3708.2    0.470     1
   101    6     3   2840.3    0.331     3
   102    6     3   3515.5    0.542     2
   103    6     3   4239.8    0.584     3
   104    6     3   4248.8    0.592     0
   105    6     3   3015.3    0.379     4
   106    6     3   3618.9    0.370     0
   107    6     3   3170.6    0.374     2
   108    6     3   4031.7    0.466     0
   109    6     3   4163.6    0.479     4
   110    6     3   2729.9    0.278     2
   111    6     3   2834.1    0.248     4
   112    6     3   4168.4    0.496     0
   113    6     3   3404.6    0.493     3
   114    6     3   2927.9    0.258     6
   115    6     3   2820.0    0.284     3
   116    6     3   3162.3    0.355     3
   117    6     3   3390.1    0.350     3
   118    6     3   3973.5    0.630     0
   119    6     3   2312.5    0.148     2
   120    6     3   3084.3    0.336     4
   121    6     3   2969.1    0.343     5
   122    6     3   3448.0    0.391     3
   123    6     3   3659.3    0.395     1
   124    6     3   4107.3    0.432     0
   125    6     3   3684.4    0.331     1
   126    6     3   3104.6    0.414     2
   127    6     3   3288.2    0.461     5
   128    6     3   3937.7    0.628     0
   129    6     3   4041.6    0.647     2
   130    6     3   2232.5    0.181     1
   131    6     3   3786.2    0.564     3
   132    6     3   4560.4    0.558     0
   133    6     3   3937.3    0.519     3
   134    6     3   4468.0    0.562     0
   135    6     3   3676.9    0.506     3
   136    6     3   3800.4    0.482     5
   137    6     3   3428.9    0.459     6
   138    6     3   3044.3    0.276     3
   139    6     3   3385.0    0.513     1
   140    6     3   3778.1    0.582     6
   141    6     3   3382.1    0.278     1
   142    6     3   3820.4    0.348     0
   143    6     3   3408.3    0.362     5
   144    6     3   3568.4    0.462     3
   145    6     3   3890.1    0.580     2
   146    6     3   3355.8    0.373     4
   147    6     3   3661.4    0.306     1
   148    6     3   2773.0    0.304     3
   149    6     3   3535.0    0.378     4
   150    6     3   3456.2    0.280     4
   151    6     3   3822.1    0.418     5
   152    6     3   3038.8    0.291     2
   153    6     3   2557.0    0.193     4
   154    6     3   3094.9    0.304     2
   155    6     3   4565.4    0.503     0
   156    6     3   4393.3    0.576     5
   157    6     3   4014.4    0.589     4
   158    6     3   3341.0    0.387     1
   159    6     3   4066.3    0.576     3
   160    6     3   3815.1    0.549     2
   161    6     3   2853.5    0.327     4
   162    6     3   3818.9    0.479     0
   163    6     3   3405.2    0.446     6
   164    6     3   3043.2    0.327     6
   165    6     3   4233.7    0.408     2
   166    6     3   3001.4    0.287     5
   167    6     3   3566.4    0.512     2
   168    6     3   3196.2    0.389     2
   169    6     3   3402.4    0.381     2
   170    6     3   3760.4    0.417     1
   171    6     3   2897.1    0.139     5
   172    6     3   4256.2    0.621     1
   173    6     3   3626.9    0.399     5
   174    6     3   3110.2    0.335     6
   175    6     3   3478.5    0.429     1
   176    6     3   3201.9    0.429     4
   177    6     3   2909.4    0.320     1
   178    6     3   4223.2    0.536     0
   179    6     3   2830.3    0.330     5
   180    6     3   2960.4    0.329     2
   181    6     3   3639.7    0.292     0
   182    6     3   3502.8    0.328     1
   183    6     3   3043.1    0.314     5
   184    6     3   3737.1    0.469     4
   185    6     3   3582.6    0.431     1
   186    6     3   3299.5    0.408     2
   187    6     3   4089.7    0.505     0
   188    6     3   2973.0    0.319     4
   189    6     3   3362.0    0.273     3
   190    6     3   4245.6    0.524     0
   191    6     3   3136.6    0.300     2
   192    6     3   3576.1    0.406     2
   193    6     3   2503.3    0.257     2
   194    6     3   3201.9    0.398     1
   195    6     3   2916.4    0.276     4
   196    6     3   3786.4    0.445     0
   197    6     3   4172.1    0.466     0
   198    6     3   4167.6    0.481     0
   199    6     3   4194.2    0.630     1
   200    6     3   4133.1    0.671     2
Total extinctions: 0
Generation time: 206.276 sec (228.969 average)

 ****** Running generation 7 ****** 

Population's average fitness: 2926.54990 stdev: 585.36336
Best fitness: 5034.96500 - size: (20, 201) - species 176 - id 261
Average adjusted fitness: 0.426
Mean genetic distance 3.595, standard deviation 0.236
Population of 600 members in 200 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1    7     3   2508.1    0.142     4
     2    7     3   3561.4    0.371     1
     3    7     3   3562.3    0.417     4
     4    7     3   4146.9    0.486     0
     5    7     3   3274.8    0.418     6
     6    7     3   3117.7    0.365     6
     7    7     3   2826.2    0.346     6
     8    7     3   2988.4    0.424     5
     9    7     3   2693.7    0.358     2
    10    7     3   4135.5    0.480     3
    11    7     3   3260.8    0.373     5
    12    7     3   3497.4    0.376     3
    13    7     3   3802.0    0.368     0
    14    7     3   3285.1    0.410     4
    15    7     3   3159.0    0.436     5
    16    7     3   4066.7    0.631     5
    17    7     3   3894.8    0.468     3
    18    7     3   3925.8    0.402     3
    19    7     3   3379.8    0.449     4
    20    7     3   2943.8    0.293     4
    21    7     3   2468.3    0.273     1
    22    7     3   3130.2    0.392     1
    23    7     3   2913.0    0.380     5
    24    7     3   3555.6    0.388     5
    25    7     3   3557.4    0.448     2
    26    7     3   3029.1    0.326     5
    27    7     3   3720.5    0.466     7
    28    7     3   3552.4    0.514     6
    29    7     3   3596.4    0.503     7
    30    7     3   3187.8    0.407     3
    31    7     3   3476.5    0.397     6
    32    7     3   3958.8    0.616     4
    33    7     3   3550.4    0.425     3
    34    7     3   2750.7    0.286     2
    35    7     3   3583.7    0.532     6
    36    7     3   3365.9    0.365     3
    37    7     3   2669.8    0.350     5
    38    7     3   4383.8    0.504     0
    39    7     3   4345.6    0.484     0
    40    7     3   3431.3    0.454     6
    41    7     3   3508.5    0.551     4
    42    7     3   2672.9    0.287     3
    43    7     3   3080.1    0.351     5
    44    7     3   3954.3    0.460     0
    45    7     3   2525.4    0.209     4
    46    7     3   4353.7    0.630     4
    47    7     3   3277.0    0.321     3
    48    7     3   3069.9    0.451     6
    49    7     3   2789.5    0.314     4
    50    7     3   3414.7    0.433     2
    51    7     3   3156.6    0.432     3
    52    7     3   4317.9    0.663     3
    53    7     3   3400.4    0.466     2
    54    7     3   3652.4    0.385     7
    55    7     3   4737.2    0.488     0
    56    7     3   3022.8    0.342     4
    57    7     3   2769.4    0.293     2
    58    7     3   3484.6    0.309     4
    59    7     3   3166.0    0.298     3
    60    7     3   3235.5    0.335     3
    61    7     3   3339.1    0.440     5
    62    7     3   3522.2    0.505     5
    63    7     3   3173.9    0.410     3
    64    7     3   3595.1    0.510     3
    65    7     3   3915.4    0.553     0
    66    7     3   3136.3    0.391     2
    67    7     3   3803.8    0.501     7
    68    7     3   2661.1    0.234     2
    69    7     3   3258.9    0.364     2
    70    7     3   2657.6    0.333     4
    71    7     3   2666.3    0.332     6
    72    7     3   3375.1    0.454     3
    73    7     3   2585.1    0.266     6
    74    7     3   3197.6    0.429     5
    75    7     3   3860.5    0.554     4
    76    7     3   3078.8    0.402     6
    77    7     3   3049.6    0.372     3
    78    7     3   3243.9    0.349     3
    79    7     3   2898.3    0.374     5
    80    7     3   3654.1    0.449     5
    81    7     3   3867.6    0.466     4
    82    7     3   3268.6    0.379     2
    83    7     3   3310.8    0.415     6
    84    7     3   3096.2    0.401     5
    85    7     3   2748.8    0.335     5
    86    7     3   3659.7    0.498     3
    87    7     3   3105.1    0.378     6
    88    7     3   3225.9    0.450     1
    89    7     3   2589.0    0.250     2
    90    7     3   3584.3    0.487     1
    91    7     3   3396.0    0.430     6
    92    7     3   3618.7    0.580     5
    93    7     3   3369.0    0.393     2
    94    7     3   3647.7    0.506     7
    95    7     3   3156.1    0.467     2
    96    7     3   2848.5    0.354     4
    97    7     3   2658.8    0.322     4
    98    7     3   2472.3    0.249     3
    99    7     3   3096.9    0.419     3
   100    7     3   3702.5    0.437     2
   101    7     3   3335.6    0.452     4
   102    7     3   3199.5    0.381     3
   103    7     3   3137.6    0.433     4
   104    7     3   4268.8    0.639     0
   105    7     3   4210.0    0.505     0
   106    7     3   3179.7    0.467     1
   107    7     3   3772.6    0.392     3
   108    7     3   4198.9    0.471     0
   109    7     3   4377.2    0.538     5
   110    7     3   3092.7    0.365     3
   111    7     3   4888.7    0.625     0
   112    7     3   3583.5    0.390     1
   113    7     3   3427.7    0.484     4
   114    7     3   3224.6    0.362     7
   115    7     3   3549.7    0.465     4
   116    7     3   2637.8    0.304     4
   117    7     3   3263.4    0.442     4
   118    7     3   2871.1    0.357     1
   119    7     3   3230.3    0.339     3
   120    7     3   3780.0    0.492     5
   121    7     3   2686.4    0.325     6
   122    7     3   3870.3    0.528     0
   123    7     3   2921.6    0.416     2
   124    7     3   3188.4    0.448     1
   125    7     3   3484.0    0.401     2
   126    7     3   3073.6    0.401     3
   127    7     3   4088.2    0.514     0
   128    7     3   4947.4    0.664     0
   129    7     3   3385.8    0.392     3
   130    7     3   4163.3    0.605     2
   131    7     3   3068.6    0.363     4
   132    7     3   3376.9    0.467     1
   133    7     3   3163.5    0.434     4
   134    7     3   2917.2    0.356     1
   135    7     3   2750.3    0.293     4
   136    7     3   3681.5    0.452     6
   137    7     3   4593.9    0.534     0
   138    7     3   5018.3    0.535     0
   139    7     3   2915.5    0.381     2
   140    7     3   2972.2    0.370     7
   141    7     3   3730.8    0.447     2
   142    7     3   3132.0    0.409     1
   143    7     3   4050.6    0.618     6
   144    7     3   3721.0    0.396     4
   145    7     3   3240.8    0.387     3
   146    7     3   2720.7    0.272     5
   147    7     3   3515.9    0.394     2
   148    7     3   2950.2    0.388     4
   149    7     3   2549.0    0.291     5
   150    7     3   3524.6    0.489     5
   151    7     3   3435.9    0.383     6
   152    7     3   4193.8    0.492     3
   153    7     3   3349.1    0.490     5
   154    7     3   2334.6    0.252     3
   155    7     3   3605.1    0.359     1
   156    7     3   3079.7    0.375     6
   157    7     3   2854.1    0.326     5
   158    7     3   3032.8    0.395     2
   159    7     3   3704.7    0.444     4
   160    7     3   4013.7    0.609     3
   161    7     3   3384.5    0.426     5
   162    7     3   3251.1    0.386     1
   163    7     3   3650.1    0.397     7
   164    7     3   3649.1    0.434     7
   165    7     3   3166.6    0.359     3
   166    7     3   4471.3    0.578     0
   167    7     3   3191.7    0.362     3
   168    7     3   2651.5    0.288     3
   169    7     3   2531.1    0.274     3
   170    7     3   3713.1    0.459     2
   171    7     3   4103.1    0.433     6
   172    7     3   3635.6    0.541     2
   173    7     3   4032.8    0.535     0
   174    7     3   4181.7    0.499     0
   175    7     3   3437.4    0.497     2
   176    7     3   5035.0    0.736     0
   177    7     3   2962.1    0.351     2
   178    7     3   3600.1    0.413     1
   179    7     3   3640.8    0.363     6
   180    7     3   2481.3    0.248     3
   181    7     3   3393.3    0.445     1
   182    7     3   3533.7    0.476     2
   183    7     3   3884.6    0.630     6
   184    7     3   3841.0    0.653     5
   185    7     3   3334.3    0.487     2
   186    7     3   3957.6    0.536     0
   187    7     3   3241.5    0.494     1
   188    7     3   3609.5    0.441     5
   189    7     3   3509.0    0.505     4
   190    7     3   3441.4    0.428     1
   191    7     3   4053.1    0.536     0
   192    7     3   3587.8    0.510     3
   193    7     3   3354.1    0.453     3
   194    7     3   3444.2    0.428     2
   195    7     3   2933.1    0.388     5
   196    7     3   3435.6    0.465     1
   197    7     3   3881.3    0.566     1
   198    7     3   3317.1    0.326     1
   199    7     3   3236.9    0.437     2
   200    7     3   3988.1    0.440     3
Total extinctions: 0
Generation time: 221.373 sec (228.020 average)

 ****** Running generation 8 ****** 

Population's average fitness: 2944.17913 stdev: 620.60977
Best fitness: 5222.92500 - size: (21, 202) - species 112 - id 219
Average adjusted fitness: 0.418
Mean genetic distance 3.595, standard deviation 0.236
Population of 600 members in 200 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1    8     3   5151.3    0.517     0
     2    8     3   2913.4    0.308     2
     3    8     3   3721.2    0.514     5
     4    8     3   3892.7    0.534     1
     5    8     3   3028.7    0.355     7
     6    8     3   2936.5    0.356     7
     7    8     3   4257.3    0.502     0
     8    8     3   3478.3    0.408     6
     9    8     3   2689.6    0.315     3
    10    8     3   3646.6    0.484     4
    11    8     3   2913.9    0.322     6
    12    8     3   3882.6    0.419     4
    13    8     3   4091.3    0.495     0
    14    8     3   3177.3    0.434     5
    15    8     3   3358.8    0.392     6
    16    8     3   3321.5    0.370     6
    17    8     3   3070.6    0.364     4
    18    8     3   2969.1    0.281     4
    19    8     3   3797.8    0.443     0
    20    8     3   2753.7    0.296     5
    21    8     3   2525.6    0.207     2
    22    8     3   3166.9    0.391     2
    23    8     3   3939.5    0.430     6
    24    8     3   3316.9    0.383     6
    25    8     3   3521.3    0.387     3
    26    8     3   3142.0    0.358     6
    27    8     3   3684.3    0.397     8
    28    8     3   3574.1    0.495     7
    29    8     3   4135.8    0.457     0
    30    8     3   4214.3    0.608     4
    31    8     3   3890.2    0.413     7
    32    8     3   4105.3    0.409     5
    33    8     3   4379.5    0.492     0
    34    8     3   4166.9    0.527     3
    35    8     3   3070.6    0.362     7
    36    8     3   3468.2    0.461     4
    37    8     3   3769.0    0.434     0
    38    8     3   4036.0    0.474     1
    39    8     3   3017.0    0.288     1
    40    8     3   3089.4    0.327     7
    41    8     3   3159.1    0.322     5
    42    8     3   3236.6    0.464     4
    43    8     3   3222.3    0.413     6
    44    8     3   3250.7    0.396     1
    45    8     3   3108.2    0.388     5
    46    8     3   3353.2    0.415     5
    47    8     3   4062.1    0.456     4
    48    8     3   3128.7    0.406     7
    49    8     3   3115.0    0.410     5
    50    8     3   3053.3    0.384     3
    51    8     3   3634.2    0.393     4
    52    8     3   3532.8    0.355     4
    53    8     3   2842.2    0.337     3
    54    8     3   3348.3    0.334     8
    55    8     3   3069.1    0.368     1
    56    8     3   3161.8    0.242     5
    57    8     3   3596.4    0.343     3
    58    8     3   3745.7    0.494     5
    59    8     3   3303.5    0.375     4
    60    8     3   3596.4    0.426     4
    61    8     3   3624.9    0.485     6
    62    8     3   2833.3    0.328     6
    63    8     3   2763.2    0.237     4
    64    8     3   3946.8    0.470     0
    65    8     3   3429.9    0.389     1
    66    8     3   3887.4    0.541     0
    67    8     3   3668.4    0.482     8
    68    8     3   3916.7    0.465     3
    69    8     3   3154.2    0.447     3
    70    8     3   3279.5    0.380     5
    71    8     3   3162.7    0.394     7
    72    8     3   3654.9    0.494     4
    73    8     3   3087.0    0.308     7
    74    8     3   2707.3    0.226     6
    75    8     3   4425.4    0.533     0
    76    8     3   3511.8    0.435     7
    77    8     3   4181.2    0.680     0
    78    8     3   3646.5    0.466     4
    79    8     3   3366.6    0.395     6
    80    8     3   3182.9    0.402     6
    81    8     3   3401.0    0.478     5
    82    8     3   3408.3    0.379     3
    83    8     3   4208.8    0.571     0
    84    8     3   3692.8    0.414     6
    85    8     3   3684.2    0.563     6
    86    8     3   3097.3    0.362     4
    87    8     3   3301.7    0.323     7
    88    8     3   3393.1    0.387     2
    89    8     3   3635.2    0.471     3
    90    8     3   4444.0    0.535     0
    91    8     3   2818.8    0.316     7
    92    8     3   3832.0    0.377     6
    93    8     3   3757.2    0.443     3
    94    8     3   3074.7    0.327     8
    95    8     3   3555.8    0.461     0
    96    8     3   3924.5    0.558     0
    97    8     3   3652.9    0.434     5
    98    8     3   3914.7    0.524     4
    99    8     3   2769.8    0.335     4
   100    8     3   3725.8    0.462     3
   101    8     3   3393.2    0.403     5
   102    8     3   3202.4    0.459     4
   103    8     3   3337.1    0.469     5
   104    8     3   3397.1    0.428     1
   105    8     3   3244.5    0.445     1
   106    8     3   3123.2    0.440     2
   107    8     3   3258.3    0.397     4
   108    8     3   3284.6    0.442     1
   109    8     3   4792.1    0.532     0
   110    8     3   2747.2    0.330     4
   111    8     3   3382.7    0.336     1
   112    8     3   5222.9    0.558     0
   113    8     3   3489.9    0.419     5
   114    8     3   3042.6    0.341     8
   115    8     3   3337.3    0.418     5
   116    8     3   2543.9    0.193     5
   117    8     3   3271.6    0.383     5
   118    8     3   4300.7    0.432     0
   119    8     3   3157.7    0.363     4
   120    8     3   3941.6    0.561     6
   121    8     3   2715.7    0.298     7
   122    8     3   2811.7    0.325     1
   123    8     3   3335.4    0.378     3
   124    8     3   4322.1    0.537     0
   125    8     3   3444.4    0.396     3
   126    8     3   2874.4    0.286     4
   127    8     3   3567.1    0.468     1
   128    8     3   4600.3    0.634     1
   129    8     3   3690.1    0.437     4
   130    8     3   3946.8    0.440     3
   131    8     3   4275.2    0.520     5
   132    8     3   2981.8    0.410     2
   133    8     3   3183.4    0.351     5
   134    8     3   3158.2    0.381     2
   135    8     3   3639.4    0.458     5
   136    8     3   3400.5    0.441     7
   137    8     3   3586.2    0.470     1
   138    8     3   3595.7    0.463     1
   139    8     3   3786.0    0.439     0
   140    8     3   3260.7    0.357     8
   141    8     3   5198.2    0.678     0
   142    8     3   4046.4    0.553     0
   143    8     3   4156.3    0.517     7
   144    8     3   3090.4    0.405     5
   145    8     3   3863.5    0.516     4
   146    8     3   3267.3    0.366     6
   147    8     3   3355.3    0.471     3
   148    8     3   3238.0    0.458     5
   149    8     3   2489.8    0.260     6
   150    8     3   3031.1    0.412     6
   151    8     3   5199.3    0.587     0
   152    8     3   4021.1    0.509     4
   153    8     3   3363.8    0.457     6
   154    8     3   2936.2    0.323     4
   155    8     3   3279.7    0.363     2
   156    8     3   3496.0    0.461     7
   157    8     3   3231.7    0.348     6
   158    8     3   3670.8    0.590     3
   159    8     3   3619.3    0.308     5
   160    8     3   3600.8    0.432     4
   161    8     3   3579.1    0.364     6
   162    8     3   3849.3    0.470     0
   163    8     3   3830.6    0.364     8
   164    8     3   3766.9    0.399     8
   165    8     3   3232.8    0.452     4
   166    8     3   3184.2    0.463     1
   167    8     3   3865.6    0.563     4
   168    8     3   3989.2    0.491     0
   169    8     3   2825.4    0.346     4
   170    8     3   3060.8    0.310     3
   171    8     3   3526.8    0.521     7
   172    8     3   4152.4    0.695     3
   173    8     3   3334.2    0.353     1
   174    8     3   3610.0    0.434     1
   175    8     3   2495.3    0.256     3
   176    8     3   3330.9    0.351     1
   177    8     3   2728.6    0.307     3
   178    8     3   3434.0    0.363     2
   179    8     3   3217.1    0.395     7
   180    8     3   3368.6    0.387     4
   181    8     3   3711.5    0.424     0
   182    8     3   3444.4    0.403     3
   183    8     3   2583.1    0.280     7
   184    8     3   3754.1    0.551     6
   185    8     3   2696.7    0.329     3
   186    8     3   3497.7    0.501     1
   187    8     3   3083.1    0.294     2
   188    8     3   4822.1    0.614     0
